State,Condition,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
NE,Cancer care,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,OP_33,85,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
PA,Cancer care,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,OP_33,90,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
SC,Cancer care,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,OP_33,86,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
SD,Cancer care,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,OP_33,96,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
UT,Cancer care,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,OP_33,77,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
WY,Cancer care,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,OP_33,83,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
AL,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,OP_3b,86,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
LA,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,OP_3b,76,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
MA,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,OP_3b,65,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
MD,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,OP_3b,71,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
MO,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,OP_3b,62,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
NM,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,OP_3b,100,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
NY,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,OP_3b,78,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
VT,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,OP_3b,38,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
WV,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,OP_3b,77,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
AL,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack got an ECG A lower number of minutes is better,OP_5,7,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
LA,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack got an ECG A lower number of minutes is better,OP_5,10,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
MA,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack got an ECG A lower number of minutes is better,OP_5,6,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
MD,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack got an ECG A lower number of minutes is better,OP_5,9,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
MO,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack got an ECG A lower number of minutes is better,OP_5,8,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
NM,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack got an ECG A lower number of minutes is better,OP_5,8,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
NY,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack got an ECG A lower number of minutes is better,OP_5,10,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
VT,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack got an ECG A lower number of minutes is better,OP_5,9,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
WV,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack got an ECG A lower number of minutes is better,OP_5,7,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
AL,Heart Attack or Chest Pain,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,OP_2,65,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
LA,Heart Attack or Chest Pain,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,OP_2,42,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
MA,Heart Attack or Chest Pain,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,OP_2,69,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
MD,Heart Attack or Chest Pain,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,OP_2,85,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
MO,Heart Attack or Chest Pain,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,OP_2,63,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
NM,Heart Attack or Chest Pain,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,OP_2,65,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
