Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Unweighted Normalized Clinical Care Domain Score,Weighted Normalized Clinical Care Domain Score,Unweighted Person and Community Engagement Domain Score,Weighted Person and Community Engagement Domain Score,Unweighted Normalized Safety Domain Score,Weighted Safety Domain Score,Unweighted Normalized Efficiency and Cost Reduction Domain Score,Weighted Efficiency and Cost Reduction Domain Score,Total Performance Score
460006,LDS HOSPITAL,8TH AVENUE AND C STREET,SALT LAKE CITY,UT,84143,Salt Lake,56.66666667,14.16666667,34,8.5,40,10,20,5,37.66666667
460007,CEDAR CITY HOSPITAL,1303 NORTH MAIN STREET,CEDAR CITY,UT,84721,Iron,63.33333333,15.83333333,53,13.25,40,10,70,17.5,56.58333333
460009,UNIVERSITY OF UTAH HOSPITALS AND CLINICS,50 NORTH MEDICAL DRIVE,SALT LAKE CITY,UT,84132,Salt Lake,57.5,14.375,47,11.75,23.33333333,5.833333333,0,0,31.95833333
460010,INTERMOUNTAIN MEDICAL CENTER,5121 SOUTH COTTONWOOD STREET,MURRAY,UT,84107,Salt Lake,45,11.25,27,6.75,23.33333333,5.833333333,0,0,23.83333333
460011,CASTLEVIEW HOSPITAL,300 NORTH HOSPITAL DRIVE,PRICE,UT,84501,Carbon,33.33333333,8.333333333,56,14,50,12.5,30,7.5,42.33333333
460013,MOUNTAIN VIEW HOSPITAL,1000 EAST 100 NORTH,PAYSON,UT,84651,Utah,57.5,14.375,37,9.25,26.66666667,6.666666667,20,5,35.29166667
460014,MOUNTAIN WEST MEDICAL CENTER,2055 NORTH MAIN STREET,TOOELE,UT,84074,Tooele,60,15,27,6.75,100,25,0,0,46.75
460015,LOGAN REGIONAL HOSPITAL,500 EAST 1400 NORTH,LOGAN,UT,84341,Cache,65,16.25,47,11.75,50,12.5,20,5,45.5
460017,BRIGHAM CITY COMMUNITY HOSPITAL,950 SOUTH MEDICAL DRIVE,BRIGHAM CITY,UT,84302,Box Elder,85,28.33333333,46,15.33333333,Not Available,Not Available,20,6.666666667,50.33333333
460019,UINTAH BASIN MEDICAL CENTER,250 WEST 300 NORTH,ROOSEVELT,UT,84066,Duchesne,43.33333333,10.83333333,27,6.75,100,25,40,10,52.58333333
460021,DIXIE REGIONAL MEDICAL CENTER,1380 EAST MEDICAL CENTER DRIVE,ST GEORGE,UT,84790,Washington,52.5,13.125,36,9,43.33333333,10.83333333,10,2.5,35.45833333
460023,AMERICAN FORK HOSPITAL,170 NORTH 1100 EAST,AMERICAN FORK,UT,84003,Utah,30,7.5,40,10,0,0,50,12.5,30
460026,SEVIER VALLEY HOSPITAL,1000 NORTH MAIN STREET,RICHFIELD,UT,84701,Sevier,60,20,58,19.33333333,Not Available,Not Available,0,0,39.33333333
460030,ASHLEY REGIONAL MEDICAL CENTER,150 WEST 100 NORTH,VERNAL,UT,84078,Uintah,40,10,33,8.25,100,25,100,25,68.25
460041,DAVIS HOSPITAL AND MEDICAL CENTER,1600 WEST ANTELOPE DRIVE,LAYTON,UT,84041,Davis,17.5,4.375,28,7,22,5.5,10,2.5,19.375
460044,ALTA VIEW HOSPITAL,9660 SOUTH 1300 EAST,SANDY,UT,84094,Salt Lake,56.66666667,14.16666667,36,9,50,12.5,30,7.5,43.16666667
460047,ST MARK'S HOSPITAL,1200 EAST 3900 SOUTH,SALT LAKE CITY,UT,84124,Salt Lake,37.5,9.375,21,5.25,30,7.5,0,0,22.125
460051,JORDAN VALLEY MEDICAL CENTER,3580 WEST 9000 SOUTH,WEST JORDAN,UT,84088,Salt Lake,65,16.25,22,5.5,30,7.5,10,2.5,31.75
460052,TIMPANOGOS REGIONAL HOSPITAL,750 WEST 800 NORTH,OREM,UT,84057,Utah,62.5,15.625,32,8,32,8,0,0,31.625
460057,PARK CITY HOSPITAL,900 ROUND VALLEY DRIVE,PARK CITY,UT,84060,Summit,85,21.25,43,10.75,50,12.5,20,5,49.5
460058,RIVERTON HOSPITAL,3741 WEST 12600 SOUTH,RIVERTON,UT,84065,Salt Lake,46.66666667,11.66666667,43,10.75,16.66666667,4.166666667,60,15,41.58333333
460060,LONE PEAK HOSPITAL,11925 SOUTH STATE STREET,DRAPER,UT,84020,Salt Lake,85,21.25,59,14.75,50,12.5,30,7.5,56
470001,CENTRAL VERMONT MEDICAL CENTER,BOX 547,BARRE,VT,5641,Washington,45,11.25,29,7.25,0,0,50,12.5,31
470003,UNIVERSITY OF VERMONT MEDICAL CENTER,111 COLCHESTER AVE,BURLINGTON,VT,5401,Chittenden,67.5,16.875,30,7.5,35,8.75,0,0,33.125
470005,RUTLAND REGIONAL MEDICAL CENTER,160 ALLEN ST,RUTLAND,VT,5701,Rutland,52.5,13.125,55,13.75,58.33333333,14.58333333,30,7.5,48.95833333
470011,BRATTLEBORO MEMORIAL HOSPITAL,17 BELMONT AVE,BRATTLEBORO,VT,5301,Windham,60,15,23,5.75,80,20,10,2.5,43.25
470012,SOUTHWESTERN VERMONT MEDICAL CENTER,100 HOSPITAL DRIVE,BENNINGTON,VT,5201,Bennington,42.5,10.625,55,13.75,80,20,20,5,49.375
470024,NORTHWESTERN MEDICAL CENTER INC,133 FAIRFIELD STREET,SAINT ALBANS,VT,5478,Franklin,57.5,14.375,61,15.25,63.33333333,15.83333333,30,7.5,52.95833333
490001,NORTON COMMUNITY HOSPITAL,100  15TH NW STREET,NORTON,VA,24273,Norton City,83.33333333,20.83333333,42,10.5,57.5,14.375,70,17.5,63.20833333
490002,RUSSELL COUNTY HOSPITAL,58 CARROLL STREET,LEBANON,VA,24266,Russell,36.66666667,12.22222222,55,18.33333333,Not Available,Not Available,30,10,40.55555556
490004,SENTARA RMH MEDICAL CENTER,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,Harrisonburg City,85,21.25,24,6,15,3.75,40,10,41
490005,WINCHESTER MEDICAL CENTER,1840 AMHERST ST,WINCHESTER,VA,22601,Winchester City,55,13.75,23,5.75,31.66666667,7.916666667,20,5,32.41666667
490007,SENTARA NORFOLK GENERAL HOSPITAL,600 GRESHAM DR,NORFOLK,VA,23507,Norfolk City,73.33333333,18.33333333,36,9,21.66666667,5.416666667,20,5,37.75
490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,1215 LEE STREET,CHARLOTTESVILLE,VA,22908,Charlottesville City,70,17.5,42,10.5,26.66666667,6.666666667,0,0,34.66666667
490011,BON SECOURS DEPAUL MEDICAL CENTER,150 KINGSLEY LANE,NORFOLK,VA,23505,Norfolk City,50,12.5,20,5,68.33333333,17.08333333,10,2.5,37.08333333
490013,SENTARA HALIFAX REGIONAL HOSPITAL,2204 WILBORN AVENUE,SOUTH BOSTON,VA,24592,Halifax,62.5,15.625,40,10,70,17.5,30,7.5,50.625
490017,BON SECOURS MARYVIEW MEDICAL CENTER,3636 HIGH STREET,PORTSMOUTH,VA,23707,Portsmouth City,67.5,16.875,15,3.75,48.33333333,12.08333333,20,5,37.70833333
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,Augusta,42.5,10.625,31,7.75,28.33333333,7.083333333,50,12.5,37.95833333
490019,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,501 SUNSET LANE,CULPEPER,VA,22701,Culpeper,47.5,11.875,24,6,60,15,20,5,37.875
490020,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,Hopewell City,12.5,3.125,16,4,0,0,0,0,7.125
490021,"CENTRA  HEALTH, INC",1901 TATE SPRINGS ROAD,LYNCHBURG,VA,24501,Lynchburg City,100,25,30,7.5,21.66666667,5.416666667,20,5,42.91666667
490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,Fredericksburg City,77.5,19.375,18,4.5,38.33333333,9.583333333,10,2.5,35.95833333
490023,FAUQUIER HOSPITAL,500 HOSPITAL DRIVE,WARRENTON,VA,20186,Fauquier,50,12.5,22,5.5,50,12.5,10,2.5,33
490024,CARILION ROANOKE MEMORIAL HOSPITAL,"1906 BELLEVIEW AVENUE, SE",ROANOKE,VA,24014,Roanoke City,75,18.75,23,5.75,35,8.75,0,0,33.25
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,1250 EAST MARSHALL STREET - BOX 980510,RICHMOND,VA,23298,Richmond City,57.5,14.375,40,10,36.66666667,9.166666667,0,0,33.54166667
490033,WARREN MEMORIAL HOSPITAL,1000 NORTH SHENANDOAH AVE,FRONT ROYAL,VA,22630,Warren,25,6.25,24,6,15,3.75,50,12.5,28.5
490037,RIVERSIDE SHORE MEMORIAL HOSPITAL,20480 MARKET STREET,ONANCOCK,VA,23417,Accomack,46.66666667,11.66666667,39,9.75,55,13.75,50,12.5,47.66666667
490038,SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE,MARION,VA,24354,Smyth,30,10,85,28.33333333,Not Available,Not Available,10,3.333333333,41.66666667
490040,INOVA ALEXANDRIA HOSPITAL,4320 SEMINARY RD,ALEXANDRIA,VA,22304,Alexandria City,70,17.5,23,5.75,50,12.5,20,5,40.75
490041,MARY IMMACULATE HOSPITAL,2 BERNARDINE DRIVE,NEWPORT NEWS,VA,23602,Newport News City,67.5,16.875,41,10.25,36.66666667,9.166666667,30,7.5,43.79166667
490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,2900 LAMB CIRCLE,CHRISTIANSBURG,VA,24073,Montgomery,77.5,19.375,25,6.25,66.66666667,16.66666667,30,7.5,49.79166667
490043,INOVA LOUDOUN HOSPITAL,44045 RIVERSIDE PARKWAY,LEESBURG,VA,20176,Loudoun,85,21.25,33,8.25,26.66666667,6.666666667,10,2.5,38.66666667
490044,SENTARA OBICI HOSPITAL,2800 GODWIN BOULEVARD,SUFFOLK,VA,23439,Suffolk City,80,20,60,15,45,11.25,30,7.5,53.75
490045,NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER,8700 SUDLEY RD,MANASSAS,VA,20110,Manassas City,45,11.25,25,6.25,53.33333333,13.33333333,0,0,30.83333333
490046,SENTARA LEIGH HOSPITAL,830 KEMPSVILLE ROAD,NORFOLK,VA,23502,Norfolk City,60,15,66,16.5,51.66666667,12.91666667,30,7.5,51.91666667
490048,LEWISGALE MEDICAL CENTER,1900 ELECTRIC ROAD,SALEM,VA,24153,Salem,62.5,15.625,18,4.5,58.33333333,14.58333333,0,0,34.70833333
490050,VIRGINIA HOSPITAL CENTER,1701 NORTH GEORGE MASON DRIVE,ARLINGTON,VA,22205,Arlington,65,16.25,49,12.25,23.33333333,5.833333333,20,5,39.33333333
490052,RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601,Newport News City,42.5,10.625,14,3.5,20,5,10,2.5,21.625
490053,JOHNSTON MEMORIAL HOSPITAL,16000 JOHNSTON MEMORIAL DRIVE,ABINGDON,VA,24211,Washington,32.5,8.125,17,4.25,66.66666667,16.66666667,30,7.5,36.54166667
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,Virginia Beach City,62.5,15.625,36,9,10,2.5,20,5,32.125
490059,BON SECOURS ST MARYS HOSPITAL,5801 BREMO RD,RICHMOND,VA,23226,Richmond City,72.5,18.125,30,7.5,35,8.75,0,0,34.375
490060,CLINCH VALLEY MEDICAL CENTER,6801 GOVERNOR GC PERRY HIGHWAY,RICHLANDS,VA,24641,Tazewell,56.66666667,14.16666667,47,11.75,70,17.5,80,20,63.41666667
490063,INOVA FAIRFAX HOSPITAL,3300 GALLOWS ROAD,FALLS CHURCH,VA,22042,Fairfax,75,18.75,41,10.25,31.66666667,7.916666667,0,0,36.91666667
490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,100 SENTARA CIRCLE,WILLIAMSBURG,VA,23188,James City,72.5,18.125,44,11,72,18,60,15,62.125
490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,Petersburg City,72.5,18.125,23,5.75,0,0,10,2.5,26.375
490069,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,Hanover,62.5,15.625,28,7,30,7.5,10,2.5,32.625
490075,SOVAH HEALTH DANVILLE,142 SOUTH MAIN STREET,DANVILLE,VA,24541,Danville City,42.5,10.625,20,5,63.33333333,15.83333333,20,5,36.45833333
490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,Albemarle,57.5,14.375,48,12,41.66666667,10.41666667,30,7.5,44.29166667
490084,RIVERSIDE TAPPAHANNOCK HOSPITAL,618 HOSPITAL ROAD,TAPPAHANNOCK,VA,22560,Essex,60,20,21,7,Not Available,Not Available,40,13.33333333,40.33333333
490088,BEDFORD MEMORIAL HOSPITAL,1613 OAKWOOD STREET,BEDFORD,VA,24523,Bedford,50,16.66666667,46,15.33333333,Not Available,Not Available,70,23.33333333,55.33333333
490089,CARILION FRANKLIN MEMORIAL HOSPITAL,180 FLOYD AVENUE,ROCKY MOUNT,VA,24151,Franklin,15,5,35,11.66666667,Not Available,Not Available,100,33.33333333,50
490090,"SOUTHSIDE COMMUNITY HOSPITAL, INC",800 OAK STREET,FARMVILLE,VA,23901,Prince Edward,85,21.25,33,8.25,60,15,0,0,44.5
490092,SOUTHAMPTON MEMORIAL HOSPITAL,100 FAIRVIEW DRIVE - PO BOX 817,FRANKLIN,VA,23851,Franklin City,50,16.66666667,38,12.66666667,Not Available,Not Available,100,33.33333333,62.66666667
490093,SENTARA CAREPLEX HOSPITAL,3000 COLISEUM DRIVE,HAMPTON,VA,23666,Hampton City,45,11.25,39,9.75,30,7.5,20,5,33.5
490097,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,727 NORTH MAIN STREET,EMPORIA,VA,23847,Emporia City,53.33333333,17.77777778,62,20.66666667,Not Available,Not Available,50,16.66666667,55.11111111
490098,COMMUNITY MEMORIAL HOSPITAL,1755 NORTH MECKLENBURG AVENUE,SOUTH HILL,VA,23970,Mecklenburg,66.66666667,16.66666667,28,7,55,13.75,40,10,47.41666667
490101,INOVA FAIR OAKS HOSPITAL,3600 JOSEPH SIEWICK DRIVE,FAIRFAX,VA,22033,Fairfax,80,20,52,13,20,5,40,10,48
490107,RESTON HOSPITAL CENTER,1850 TOWN CENTER PARKWAY,RESTON,VA,20190,Fairfax,42.5,10.625,16,4,16.66666667,4.166666667,10,2.5,21.29166667
490110,LEWISGALE HOSPITAL MONTGOMERY,3700 SOUTH MAIN STREET,BLACKSBURG,VA,24060,Montgomery,22.5,5.625,27,6.75,28,7,30,7.5,26.875
490111,WYTHE COUNTY COMMUNITY HOSPITAL,600 WEST RIDGE ROAD,WYTHEVILLE,VA,24382,Wythe,45,11.25,30,7.5,53.33333333,13.33333333,0,0,32.08333333
490112,CJW MEDICAL CENTER,7101 JAHNKE ROAD,RICHMOND,VA,23235,Chesterfield,47.5,11.875,20,5,36.66666667,9.166666667,0,0,26.04166667
490113,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,2300 OPITZ BOULEVARD,WOODBRIDGE,VA,22191,Prince William,57.5,14.375,17,4.25,15,3.75,10,2.5,24.875
490114,LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,Wise,46.66666667,11.66666667,54,13.5,66.66666667,16.66666667,70,17.5,59.33333333
490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,Galax City,60,15,47,11.75,70,17.5,40,10,54.25
490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,Pulaski,45,15,39,13,Not Available,Not Available,20,6.666666667,34.66666667
490118,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,Henrico,77.5,19.375,24,6,38.33333333,9.583333333,0,0,34.95833333
490119,SENTARA PRINCESS ANNE HOSPITAL,2025 GLENN MITCHELL DRIVE,VIRGINIA BEACH,VA,23456,Virginia Beach City,77.5,19.375,47,11.75,46.66666667,11.66666667,30,7.5,50.29166667
490120,CHESAPEAKE GENERAL HOSPITAL,"736 BATTLEFIELD BLVD, NORTH",CHESAPEAKE,VA,23320,Chesapeake City,67.5,16.875,19,4.75,38.33333333,9.583333333,20,5,36.20833333
490122,INOVA MOUNT VERNON HOSPITAL,2501 PARKERS LANE,ALEXANDRIA,VA,22306,Fairfax,82.5,20.625,56,14,35,8.75,30,7.5,50.875
490126,LEWISGALE HOSPITAL ALLEGHANY,ONE ARH LANE - PO BOX 7,LOW MOOR,VA,24457,Alleghany,40,13.33333333,45,15,Not Available,Not Available,50,16.66666667,45
490127,BUCHANAN GENERAL HOSPITAL,1535 SLATE CREEK ROAD,GRUNDY,VA,24614,Buchanan,30,10,85,28.33333333,Not Available,Not Available,60,20,58.33333333
490130,RIVERSIDE WALTER REED HOSPITAL,7519 HOSPITAL ROAD,GLOUCESTER,VA,23061,Gloucester,47.5,11.875,36,9,33.33333333,8.333333333,50,12.5,41.70833333
490136,BON SECOURS ST FRANCIS MEDICAL CENTER,13710 ST FRANCIS BOULEVARD,MIDLOTHIAN,VA,23114,Chesterfield,60,15,35,8.75,26.66666667,6.666666667,10,2.5,32.91666667
490140,"STAFFORD HOSPITAL, LLC",101 HOSPITAL CENTER BOULEVARD,STAFFORD,VA,22554,Stafford,85,21.25,32,8,85,21.25,10,2.5,53
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,4600 SPOTSYLVANIA PARKWAY,FREDERICKSBURG,VA,22408,Spotsylvania,37.5,9.375,22,5.5,46,11.5,30,7.5,33.875
490143,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,1500 COMMONWEALTH AVENUE,WILLIAMSBURG,VA,23185,James City,50,16.66666667,72,24,Not Available,Not Available,50,16.66666667,57.33333333
490144,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,15225 HEALTHCOTE BOULEVARD,HAYMARKET,VA,20169,Prince William,40,10,48,12,43.33333333,10.83333333,10,2.5,35.33333333
490145,STONESPRINGS HOSPITAL CENTER,24440 STONE SPRINGS BOULEVARD,DULLES,VA,20166,Loudoun,Not Available,Not Available,44,14.66666667,100,33.33333333,0,0,48
500001,NORTHWEST HOSPITAL,1550 NORTH 115TH STREET,SEATTLE,WA,98133,King,72.5,18.125,38,9.5,40,10,30,7.5,45.125
500002,PROVIDENCE ST MARY MEDICAL CENTER,401 W POPLAR ST,WALLA WALLA,WA,99362,Walla Walla,65,16.25,31,7.75,90,22.5,30,7.5,54
500003,SKAGIT VALLEY HOSPITAL,1415 KINCAID STREET,MOUNT VERNON,WA,98274,Skagit,60,15,24,6,23.33333333,5.833333333,20,5,31.83333333
500005,VIRGINIA MASON MEDICAL CENTER,925 SENECA ST,SEATTLE,WA,98101,King,75,18.75,47,11.75,48,12,20,5,47.5
500007,ISLAND HOSPITAL,1211  24TH STREET,ANACORTES,WA,98221,Skagit,47.5,11.875,46,11.5,12.5,3.125,50,12.5,39
500008,UNIVERSITY OF WASHINGTON MEDICAL CTR,1959 NE PACIFIC ST  BOX 356151,SEATTLE,WA,98195,King,40,10,57,14.25,26.66666667,6.666666667,0,0,30.91666667
500011,HIGHLINE MEDICAL CENTER,16251 SYLVESTER ROAD SW,BURIEN,WA,98166,King,35,8.75,13,3.25,50,12.5,30,7.5,32
500012,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,110 SOUTH NINTH AVE,YAKIMA,WA,98902,Yakima,67.5,16.875,22,5.5,60,15,40,10,47.375
500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,1321 COLBY AVENUE,EVERETT,WA,98201,Snohomish,65,16.25,21,5.25,46.66666667,11.66666667,40,10,43.16666667
500015,MULTICARE AUBURN MEDICAL CENTER,202 NORTH DIVISION STREET PLAZA ONE,AUBURN,WA,98001,King,37.5,9.375,19,4.75,66.66666667,16.66666667,40,10,40.79166667
500016,CENTRAL WASHINGTON HOSPITAL,1201 SOUTH MILLER STREET,WENATCHEE,WA,98807,Chelan,40,10,41,10.25,35,8.75,70,17.5,46.5
500019,PROVIDENCE CENTRALIA HOSPITAL,914 S SCHEUBER ROAD,CENTRALIA,WA,98531,Lewis,65,16.25,36,9,7.5,1.875,60,15,42.125
500021,ST CLARE HOSPITAL,11315 BRIDGEPORT WAY S W,LAKEWOOD,WA,98499,Pierce,35,8.75,13,3.25,58,14.5,50,12.5,39
500024,PROVIDENCE ST PETER HOSPITAL,413 LILLY ROAD NE,OLYMPIA,WA,98506,Thurston,22.5,5.625,26,6.5,16.66666667,4.166666667,40,10,26.29166667
500025,SWEDISH MEDICAL CENTER / CHERRY HILL,500 17TH AVENUE,SEATTLE,WA,98122,King,60,15,23,5.75,37.5,9.375,10,2.5,32.625
500026,SWEDISH EDMONDS HOSPITAL,21601 76TH AVENUE WEST,EDMONDS,WA,98026,Snohomish,52.5,13.125,13,3.25,43.33333333,10.83333333,30,7.5,34.70833333
500027,SWEDISH MEDICAL CENTER,747 BROADWAY,SEATTLE,WA,98122,King,57.5,14.375,26,6.5,28.33333333,7.083333333,30,7.5,35.45833333
500030,ST JOSEPH HOSPITAL,2901 SQUALICUM PARKWAY,BELLINGHAM,WA,98225,Whatcom,30,7.5,27,6.75,51.66666667,12.91666667,30,7.5,34.66666667
500031,GRAYS HARBOR COMMUNITY HOSPITAL,915 ANDERSON DRIVE,ABERDEEN,WA,98520,Grays Harbor,42.5,10.625,17,4.25,47.5,11.875,30,7.5,34.25
500033,SAMARITAN HOSPITAL,801 EAST WHEELER ROAD,MOSES LAKE,WA,98837,Grant,72.5,18.125,38,9.5,20,5,90,22.5,55.125
500036,YAKIMA VALLEY MEMORIAL HOSPITAL,2811 TIETON DRIVE,YAKIMA,WA,98902,Yakima,50,12.5,15,3.75,73.33333333,18.33333333,60,15,49.58333333
500037,TOPPENISH COMMUNITY HOSPITAL,502 W FOURTH AVE,TOPPENISH,WA,98948,Yakima,15,3.75,38,9.5,100,25,80,20,58.25
500039,HARRISON MEMORIAL HOSPITAL,2520 CHERRY AVENUE,BREMERTON,WA,98310,Kitsap,42.5,10.625,17,4.25,38.33333333,9.583333333,30,7.5,31.95833333
500041,PEACHEALTH ST JOHN MEDICAL CENTER,1615 DELAWARE STREET,LONGVIEW,WA,98632,Cowlitz,20,5,34,8.5,40,10,40,10,33.5
500044,MULTICARE DEACONESS HOSPITAL,W 800 FIFTH AVENUE,SPOKANE,WA,99210,Spokane,37.5,9.375,18,4.5,43.33333333,10.83333333,0,0,24.70833333
500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,400 NE MOTHER JOSEPH PLACE,VANCOUVER,WA,98668,Clark,45,11.25,27,6.75,25,6.25,50,12.5,36.75
500051,OVERLAKE HOSPITAL MEDICAL CENTER,1035-116TH AVE NE,BELLEVUE,WA,98004,King,75,18.75,31,7.75,58.33333333,14.58333333,50,12.5,53.58333333
500053,TRIOS,900 SOUTH AUBURN STREET,KENNEWICK,WA,99336,Benton,42.5,10.625,26,6.5,48,12,40,10,39.125
500054,PROVIDENCE SACRED HEART MEDICAL CENTER,101 WEST 8TH AVENUE,SPOKANE,WA,99204,Spokane,50,12.5,21,5.25,11.66666667,2.916666667,0,0,20.66666667
500058,KADLEC REGIONAL MEDICAL CENTER,888 SWIFT BLVD,RICHLAND,WA,99352,Benton,65,16.25,31,7.75,50,12.5,10,2.5,39
500060,CASCADE VALLEY HOSPITAL,330 S STILLAGUAMISH AVE,ARLINGTON,WA,98223,Snohomish,50,12.5,34,8.5,20,5,30,7.5,33.5
500064,HARBORVIEW MEDICAL CENTER,325 9TH AVENUE,SEATTLE,WA,98104,King,56.66666667,14.16666667,18,4.5,2,0.5,0,0,19.16666667
500072,OLYMPIC MEDICAL CENTER,939 CAROLINE ST,PORT ANGELES,WA,98362,Clallam,52.5,13.125,48,12,46,11.5,50,12.5,49.125
500077,PROVIDENCE HOLY FAMILY HOSPITAL,5633 NORTH LIDGERWOOD,SPOKANE,WA,99208,Spokane,45,11.25,16,4,41.66666667,10.41666667,0,0,25.66666667
500079,MULTICARE GOOD SAMARITAN HOSPITAL,401 15TH AVENUE SE,PUYALLUP,WA,98372,Pierce,67.5,16.875,16,4,30,7.5,50,12.5,40.875
500084,EVERGREENHEALTH MONROE,14701 179TH SE,MONROE,WA,98272,Snohomish,46.66666667,15.55555556,36,12,Not Available,Not Available,40,13.33333333,40.88888889
500088,VALLEY MEDICAL CENTER,400 S 43RD ST,RENTON,WA,98055,King,52.5,13.125,32,8,13.33333333,3.333333333,50,12.5,36.95833333
500108,ST JOSEPH MEDICAL CENTER,1717 SOUTH J STREET,TACOMA,WA,98405,Pierce,62.5,15.625,17,4.25,40,10,0,0,29.875
500119,MULTICARE VALLEY HOSPITAL,12606 EAST MISSION AVENUE,SPOKANE,WA,99216,Spokane,26.66666667,6.666666667,28,7,38,9.5,10,2.5,25.66666667
500124,EVERGREENHEALTH MEDICAL CENTER,12040 NE 128TH STREET,KIRKLAND,WA,98034,King,65,16.25,39,9.75,26.66666667,6.666666667,20,5,37.66666667
500129,TACOMA GENERAL ALLENMORE HOSPITAL,315 S MLK JR WAY,TACOMA,WA,98405,Pierce,55,13.75,22,5.5,38.33333333,9.583333333,40,10,38.83333333
500139,CAPITAL MEDICAL CENTER,3900 CAPITAL MALL DR SW,OLYMPIA,WA,98502,Thurston,67.5,16.875,36,9,50,12.5,50,12.5,50.875
500141,ST FRANCIS COMMUNITY HOSPITAL,34515 9TH AVENUE SOUTH,FEDERAL WAY,WA,98003,King,50,12.5,16,4,23.33333333,5.833333333,30,7.5,29.83333333
500150,LEGACY SALMON CREEK MEDICAL CENTER,2211 NE 139TH STREET,VANCOUVER,WA,98686,Clark,57.5,14.375,55,13.75,41.66666667,10.41666667,70,17.5,56.04166667
500151,ST ANTHONY HOSPITAL,11567 CANTERWOOD BOULEVARD NW,GIG HARBOR,WA,98332,Pierce,62.5,15.625,18,4.5,22,5.5,60,15,40.625
500152,SWEDISH ISSAQUAH,751 NE BLAKELY DR,ISSAQUAH,WA,98029,King,62.5,15.625,24,6,50,12.5,30,7.5,41.625
510001,WEST VIRGINIA UNIVERSITY HOSPITALS,MEDICAL CENTER DRIVE,MORGANTOWN,WV,26506,Monongalia,37.5,9.375,19,4.75,35,8.75,0,0,22.875
510002,GREENBRIER VALLEY MEDICAL CENTER,1320 MAPLEWOOD AVENUE,RONCEVERTE,WV,24970,Greenbrier,42.5,10.625,31,7.75,40,10,0,0,28.375
510006,UNITED HOSPITAL CENTER,327 MEDICAL PARK DRIVE,BRIDGEPORT,WV,26330,Harrison,82.5,20.625,27,6.75,70,17.5,20,5,49.875
510007,ST MARY'S MEDICAL CENTER,2900 1ST AVENUE,HUNTINGTON,WV,25702,Cabell,87.5,21.875,42,10.5,18.33333333,4.583333333,10,2.5,39.45833333
510008,BERKELEY MEDICAL CENTER,2500 HOSPITAL DRIVE,MARTINSBURG,WV,25401,Berkeley,75,18.75,28,7,30,7.5,30,7.5,40.75
510012,PLEASANT VALLEY HOSPITAL,2520 VALLEY DRIVE,POINT PLEASANT,WV,25550,Mason,62.5,15.625,55,13.75,20,5,0,0,34.375
510013,REYNOLDS MEMORIAL HOSPITAL,800 WHEELING AVE,GLEN DALE,WV,26038,Marshall,46.66666667,15.55555556,20,6.666666667,Not Available,Not Available,30,10,32.22222222
510022,CHARLESTON AREA MEDICAL CENTER,501 MORRIS STREET,CHARLESTON,WV,25301,Kanawha,60,15,17,4.25,23.33333333,5.833333333,10,2.5,27.58333333
